CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,DateOrder,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,LocationWarehouse,Capacity,SupplierID,Company,LocationSupplier,QualityScore
4861,Jorge Grant,robertschristian@example.net,63,Female,Angelicashire,1,Electronics,Cameras,967.62,18.61,16x28x20,4861,09-04-2021,£1153.35,Two-day,Pending,4861,877,218,2021-12-17,216,Port Christopher,13146,3,Johnson-Rodriguez,Katherineborough,7.4
9828,Henry Rodriguez,jonathan80@example.org,48,Female,Thompsonville,12,Clothing,Dresses,464.37,4.63,29x10x2,9828,2022-03-10,€2712.6,Two-day,Cancelled,9828,92,22,2021-09-16,266,North Nancychester,5244,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
3416,David Simmons,patrickkaren@example.com,39,Male,South Ryanside,10,Electronics,Laptops,71.99,9.7,13x39x26,3416,2020-12-19,$1526.0,Express,Pending,3416,11,304,2022-06-13,22,North Calvinbury,12781,4,Salas- Gonzalez and Todd,Jessicashire,2.35
307,Nathan Hunter,ryan66@example.org,52,Male,Jacobside,11,Clothing,Hats,801.64,31.38,30x29x23,307,11-29-2021,$3785.85,Two-day,Shipped,307,362,153,2021-06-19,90,Port Andrew,12937,0,Johnson-Rodriguez,Port Robynmouth,
3908,Tammy Young,cterry@example.com,23,Male,North Patrick,0,Electronics,Smart Watches,23.55,27.71,19x47x37,3908,2022-11-21,€2220.15,Two-day,Cancelled,3908,179,150,2020-10-23,428,East Sandrahaven,19705,3,Johnson-Rodriguez,Katherineborough,7.4
348,Marcus Robinson,pearsonmelissa@example.com,54,Female,Clarkmouth,48,Clothing,Jeans,587.9,25.37,36x15x31,348,2022-09-23,€1624.55,Two-day,Pending,348,948,73,2021-03-31,359,New Michaelhaven,9972,5,Morgan LLC,Port Robynmouth,1.23
826,Christine Dawson,mandy50@example.org,65,Male,Ortegaport,4,Clothing,T-Shirts,550.14,7.79,32x29x39,826,2021-07-09,£548.06,Express,Cancelled,826,242,50,2021-11-30,411,New Renee,14875,4,Salas- Gonzalez and Todd,Jessicashire,2.35
9500,Sara Davis,,45,Male,Maryshire,13,Electronics,Headphones,236.91,38.64,5x4x17,9500,16/04/2021,£3352.68,Express,Cancelled,9500,270,495,2022-05-14,454,North Kristinaton,5751,5,Morgan LLC,Port Robynmouth,1.23
4482,Brett Hamilton,danieldominguez@example.org,58,Female,South Jillside,21,Furniture,Sofas,756.36,32.24,7x12x17,4482,13/12/2022,€1311.33,Two-day,Cancelled,4482,462,348,2022-08-08,400,Lake Christopherfort,5864,6,Morgan LLC,New Marktown,2.48
6575,Natalie Ellis,michaelwalker@example.net,37,Male,Coletown,8,Clothing,Shoes,259.3,5.25,3x31x7,6575,25/08/2022,£1145.52,Standard,Shipped,6575,589,498,2022-02-22,12,New Sherri,14272,6,Morgan LLC,New Marktown,2.48
3682,Tonya Contreras,upeters@example.org,62,Male,East Michael,8,Clothing,Shoes,280.97,48.5,16x1x43,3682,21/12/2020,€2753.35,Express,Delivered,3682,414,278,2020-12-13,273,South Peggy,7933,7,Miller Group,Clarkmouth,6.56
5875,Lynn Taylor,wchurch@example.org,67,Male,Jamesborough,9,Furniture,Beds,690.81,32.41,24x8x34,5875,2020-10-28,€457.8,Standard,Cancelled,5875,168,331,2022-08-10,82,West Brendaport,5880,4,Salas- Gonzalez and Todd,Jessicashire,2.35
8386,Andrea Pierce,zcoleman@example.net,19,Female,Nicoleville,10,Electronics,Laptops,906.77,29.08,49x27x22,8386,2023-07-31,$1038.2,Two-day,Shipped,8386,311,225,2021-11-03,347,Wilkinsfurt,8761,5,Morgan LLC,Port Robynmouth,1.23
2053,Brenda Garcia,sharon60@example.net,47,Female,East Sethburgh,6,Furniture,Chairs,174.04,46.26,22x13x5,2053,2022-02-25,£849.39,Two-day,Delivered,2053,971,213,2021-05-07,77,Jessicastad,12375,8,Parks-Gallegos,Jenkinsside,6.82
71,Andrea Garza,dillonmartinez@example.net,61,Female,North Brettmouth,3,Furniture,Cabinets,211.97,24.05,23x23x16,71,2021-09-01,$1454.24,Two-day,Cancelled,71,718,495,2021-11-11,170,Brianbury,14990,9,Johnson-Rodriguez,Katherineborough,7.81
5506,William Lewis,farmerpeter@example.net,47,Female,Wilsonshire,9,Furniture,Beds,711.74,42.25,1x26x4,5506,16/12/2020,£1502.06,Express,Cancelled,5506,891,85,2022-05-20,137,Marialand,10983,4,Salas- Gonzalez and Todd,Jessicashire,2.35
7013,Rebecca Baker,hendersontheresa@example.org,68,Female,Browningberg,10,Electronics,Laptops,441.93,37.97,38x26x6,7013,06/02/2023,$972.48,Standard,Shipped,7013,779,488,2022-04-09,178,East Reginald,15942,9,Johnson-Rodriguez,Katherineborough,7.81
6273,Mariah Ray,rcarter@example.net,26,Female,Brayberg,0,Electronics,Smart Watches,704.96,13.84,10x15x46,6273,2021-04-25,$1385.31,Express,Pending,6273,718,129,2021-12-01,70,Alexanderchester,15473,2,Miller-Pearson,Clarkmouth,9.83
9231,Nancy Lutz,oanderson@example.net,70,Male,Williamburgh,1,Electronics,Cameras,262.93,32.51,16x29x14,9231,12/02/2021,£2467.8,Express,Pending,9231,24,134,2020-10-22,350,Guzmanfort,14952,0,Johnson-Rodriguez,Port Robynmouth,
1666,Emily Espinoza,keith64@example.net,39,Female,Charlesburgh,0,Electronics,Smart Watches,909.86,15.56,48x13x47,1666,05/09/2020,$3468.04,Standard,Shipped,1666,747,297,2021-03-19,40,Simsborough,15048,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
8822,Patrick Walker,blackjackson@example.net,25,Male,West Tinachester,2,Electronics,Mobile Phones,556.85,7.95,11x34x34,8822,12/06/2023,€1271.97,Express,Delivered,8822,464,431,2022-02-17,411,New Renee,14875,2,Miller-Pearson,Clarkmouth,9.83
8965,Steve Jackson,harold42@example.org,62,Female,North Kimberlyport,3,Furniture,Cabinets,43.32,32.84,7x28x12,8965,2022-06-28,$44.34,Express,Delivered,8965,8,146,2021-06-10,355,Duffyville,13215,8,Parks-Gallegos,Jenkinsside,6.82
8940,Aaron Johnson,amandamartin@example.org,55,Female,Port Davidmouth,9,Furniture,Beds,450.23,42.91,28x17x6,8940,2021-03-12,$549.94,Two-day,Delivered,8940,25,476,2021-09-01,117,Kimbury,13295,6,Morgan LLC,New Marktown,2.48
1445,Erika Gallegos,leerebecca@example.net,21,Male,New Matthew,10,Electronics,Laptops,226.12,43.77,18x40x4,1445,05-12-2022,$3068.84,Two-day,Shipped,1445,534,186,2021-12-19,253,West Jaredburgh,17353,2,Miller-Pearson,Clarkmouth,9.83
5226,Lisa Cabrera,ethomas@example.org,56,Male,Crawfordbury,11,Clothing,Hats,791.03,2.4,49x23x44,5226,09-21-2020,£411.8,Express,Pending,5226,812,144,2021-10-03,195,West Maryview,19788,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
6092,Kara Garcia,dperry@example.org,26,Male,Gibbsmouth,12,Clothing,Dresses,330.86,15.18,37x26x10,6092,2021-05-02,€738.9,Standard,Delivered,6092,68,268,2020-11-01,84,East Hunterbury,17697,9,Johnson-Rodriguez,Katherineborough,7.81
1695,David Lee,hbowers@example.net,38,Male,West Jeffrey,2,Electronics,Mobile Phones,673.47,41.26,42x4x48,1695,13/05/2022,£2579.79,Express,Delivered,1695,265,455,2021-01-19,108,West Jason,7100,3,Johnson-Rodriguez,Katherineborough,7.4
2892,Casey Lee,klinetina@example.net,48,Male,Johnsonview,9,Furniture,Beds,182.53,39.68,2x48x13,2892,05-22-2023,£589.0,Express,Pending,2892,515,312,2021-11-14,1,North Samantha,11291,4,Salas- Gonzalez and Todd,Jessicashire,2.35
1574,Rachael Moore,patrick87@example.net,60,Male,Port Gailmouth,8,Clothing,Shoes,285.65,40.82,32x29x40,1574,04-23-2023,£1696.35,Standard,Delivered,1574,989,117,2021-12-07,208,Kruegerburgh,13084,0,Johnson-Rodriguez,Port Robynmouth,
3203,Jason Miller,hillsergio@example.net,40,Female,Mathisborough,8,Clothing,Shoes,36.55,42.0,44x17x30,3203,2022-12-08,£2775.54,Express,Delivered,3203,59,233,2021-12-15,316,Warnerburgh,16084,9,Johnson-Rodriguez,Katherineborough,7.81
4405,Randy Clark,traciemartin@example.net,23,Female,Robinsonborough,8,Clothing,Shoes,196.05,35.79,30x18x27,4405,02-14-2023,€1518.24,Two-day,Shipped,4405,920,37,2022-04-17,422,Burnsburgh,9844,2,Miller-Pearson,Clarkmouth,9.83
1630,Joseph Singleton,khorne@example.net,44,Female,Mcknighthaven,9,Furniture,Beds,104.77,16.84,38x12x4,1630,07-26-2022,$4515.55,Standard,Pending,1630,551,176,2022-02-16,206,Port Heatherhaven,17418,0,Johnson-Rodriguez,Port Robynmouth,
7472,Heather Gibson,jbeasley@example.com,59,Female,Guerraborough,9,Furniture,Beds,772.94,39.86,21x8x22,7472,02-05-2022,£218.99,Standard,Shipped,7472,708,473,2020-11-02,12,New Sherri,14272,4,Salas- Gonzalez and Todd,Jessicashire,2.35
1881,Sandra Sparks,jessesmith@example.net,21,Female,West Matthew,48,Clothing,Jeans,882.0,11.61,24x42x26,1881,01/04/2021,€3990.6,Two-day,Pending,1881,108,322,2021-01-25,416,South Jamiemouth,8387,8,Parks-Gallegos,Jenkinsside,6.82
8820,Kenneth Obrien,taylor48@example.net,39,Female,Perezville,16,Furniture,Tables,263.6,45.51,43x27x14,8820,01-09-2023,£704.16,Two-day,Shipped,8820,797,51,2022-07-23,14,Burtonmouth,15203,2,Miller-Pearson,Clarkmouth,9.83
5584,Vincent Dudley,udavis@example.com,54,Female,Scottburgh,21,Furniture,Sofas,697.14,25.58,39x33x7,5584,10-08-2021,$1104.84,Standard,Delivered,5584,241,184,2022-06-04,229,Aaronport,16623,4,Salas- Gonzalez and Todd,Jessicashire,2.35
848,Christopher Burnett,cruzjason@example.net,56,Male,South Michaelfort,10,Electronics,Laptops,247.52,6.57,48x35x32,848,2020-10-03,$352.3,Standard,Pending,848,464,403,2020-09-10,14,Burtonmouth,15203,8,Parks-Gallegos,Jenkinsside,6.82
7300,Christopher Graham,,32,Female,East Edward,10,Electronics,Laptops,203.34,22.19,9x38x4,7300,01-23-2023,$385.76,Express,Cancelled,7300,277,318,2021-10-30,83,East Travis,11699,3,Johnson-Rodriguez,Katherineborough,7.4
6187,Sydney Fuller,kayla97@example.org,49,Male,Port Victoria,11,Clothing,Hats,218.93,12.69,41x23x21,6187,31/08/2021,£638.97,Standard,Delivered,6187,581,401,2022-06-20,411,New Renee,14875,2,Miller-Pearson,Clarkmouth,9.83
5868,Tammy Mitchell,christopher25@example.org,27,Female,South Nathan,6,Furniture,Chairs,449.08,14.21,9x11x15,5868,01/04/2021,£2889.44,Express,Shipped,5868,870,72,2021-08-02,55,South Theresashire,10308,3,Johnson-Rodriguez,Katherineborough,7.4
2877,Michael Romero,joseph39@example.net,29,Male,Krystalbury,9,Furniture,Beds,577.92,14.14,42x35x27,2877,05/07/2021,£4018.05,Two-day,Delivered,2877,194,223,2022-02-15,374,Williamschester,7140,4,Salas- Gonzalez and Todd,Jessicashire,2.35
186,Valerie Smith,cantupaul@example.org,59,Female,Chandlerview,13,Electronics,Headphones,840.88,31.34,38x32x20,186,2021-06-19,$472.22,Standard,Cancelled,186,729,281,2021-06-27,432,North Markmouth,6241,0,Johnson-Rodriguez,Port Robynmouth,
3779,Kimberly Weiss,christophermiller@example.org,30,Male,West Jacob,0,Electronics,Smart Watches,886.87,8.64,6x8x9,3779,2021-12-21,€839.16,Express,Shipped,3779,990,413,2022-05-30,22,North Calvinbury,12781,5,Morgan LLC,Port Robynmouth,1.23
1830,Melanie Garcia,john55@example.org,41,Male,New Melissaview,12,Clothing,Dresses,219.25,20.28,26x35x29,1830,2021-10-20,£104.27,Express,Delivered,1830,665,382,2021-02-27,231,Teresaland,16828,5,Morgan LLC,Port Robynmouth,1.23
8188,Melvin Pacheco,pjackson@example.org,39,Female,Greerton,9,Furniture,Beds,591.7,6.75,29x7x20,8188,2021-04-23,$2258.52,Two-day,Pending,8188,993,238,2021-12-31,187,Lisaborough,7675,2,Miller-Pearson,Clarkmouth,9.83
9240,Connie Nelson,patrickprice@example.net,33,Female,South Stephenfurt,3,Furniture,Cabinets,693.5,10.71,14x33x28,9240,05/06/2023,$1576.16,Two-day,Shipped,9240,664,251,2020-09-02,360,Ericville,13688,6,Morgan LLC,New Marktown,2.48
6377,Vanessa Hughes,danielwilliams@example.net,30,Male,Christinahaven,3,Furniture,Cabinets,970.07,49.75,5x19x18,6377,17/06/2021,€582.56,Express,Cancelled,6377,32,343,2021-12-01,402,South Rhonda,14419,7,Miller Group,Clarkmouth,6.56
1234,Mark Cox,howarddana@example.com,41,Male,Tiffanyhaven,1,Electronics,Cameras,766.82,7.26,35x25x12,1234,09-18-2020,£1244.4,Standard,Delivered,1234,41,228,2022-02-15,16,Lake Maria,14469,2,Miller-Pearson,Clarkmouth,9.83
5970,Jennifer Davidson MD,jillbailey@example.com,53,Female,Milesfort,8,Clothing,Shoes,712.98,38.36,8x32x21,5970,22/10/2022,£2688.75,Standard,Delivered,5970,27,236,2021-04-15,19,Veronicaview,14192,5,Morgan LLC,Port Robynmouth,1.23
3915,Rita Martin,nicholas24@example.org,59,Female,Randystad,12,Clothing,Dresses,576.26,39.99,27x3x5,3915,23/07/2023,€68.52,Two-day,Delivered,3915,114,57,2020-10-18,241,Ianmouth,6693,3,Johnson-Rodriguez,Katherineborough,7.4
446,Andres Smith,aaronlane@example.com,22,Female,East Anthonyfort,11,Clothing,Hats,327.46,49.09,19x18x4,446,08-25-2023,€609.08,Standard,Shipped,446,792,465,2021-09-15,343,Martinezshire,15984,8,Parks-Gallegos,Jenkinsside,6.82
844,William Moore,suelevine@example.net,33,Male,North Taylorstad,9,Furniture,Beds,280.0,15.84,4x2x48,844,04/06/2021,£2380.2,Standard,Cancelled,844,895,311,2022-06-09,32,East Christinafurt,18998,7,Miller Group,Clarkmouth,6.56
6392,Miss Megan Ramsey,syoung@example.net,29,Male,Danielshire,0,Electronics,Smart Watches,261.7,12.42,42x21x5,6392,28/01/2021,€2855.55,Express,Pending,6392,608,66,2021-04-20,198,Port Timothyport,16452,9,Johnson-Rodriguez,Katherineborough,7.81
9188,Alexis Crane,traciortega@example.org,43,Male,Stonehaven,1,Electronics,Cameras,387.63,29.52,3x49x30,9188,03-03-2022,£474.75,Express,Delivered,9188,271,339,2021-04-27,491,Harrismouth,11259,2,Miller-Pearson,Clarkmouth,9.83
2440,Bonnie Gallagher DVM,mackdaniel@example.com,49,Female,Atkinsonburgh,4,Clothing,T-Shirts,782.81,28.29,22x22x27,2440,29/11/2021,€3014.55,Standard,Pending,2440,756,257,2020-10-16,354,Watersfort,14937,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
3103,Hannah Ellison,martinjames@example.com,31,Female,West Kristen,48,Clothing,Jeans,200.26,22.94,45x30x1,3103,2023-02-14,£2482.2,Express,Shipped,3103,464,470,2021-01-14,454,North Kristinaton,5751,5,Morgan LLC,Port Robynmouth,1.23
8584,Michael Rubio,colleen33@example.net,24,Male,Randyside,8,Clothing,Shoes,169.18,22.52,8x23x44,8584,13/04/2023,€275.73,Express,Cancelled,8584,530,487,2020-12-14,20,Thompsonstad,11837,2,Miller-Pearson,Clarkmouth,9.83
6790,Michele Smith,aaron01@example.org,24,Male,Kellyville,4,Clothing,T-Shirts,866.62,15.05,11x7x28,6790,04-21-2022,€410.01,Express,Shipped,6790,66,198,2020-12-10,415,Ellenshire,14049,2,Miller-Pearson,Clarkmouth,9.83
5649,Michael Monroe,kendraward@example.org,25,Male,West Nicholas,10,Electronics,Laptops,553.26,2.36,28x29x41,5649,2021-11-12,€1763.68,Standard,Cancelled,5649,835,439,2022-03-20,70,Alexanderchester,15473,6,Morgan LLC,New Marktown,2.48
1294,Nathaniel Callahan,anthonyjones@example.net,21,Female,East Elizabethmouth,16,Furniture,Tables,333.06,18.24,16x17x9,1294,2023-02-23,$557.8,Express,Shipped,1294,575,319,2020-11-16,332,East Richardview,18143,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
8011,Bobby Morales,rjohnson@example.com,46,Female,Virginiaport,3,Furniture,Cabinets,72.22,47.48,3x29x19,8011,2021-01-06,€1761.87,Two-day,Shipped,8011,820,376,2021-05-05,238,South Jamie,15423,9,Johnson-Rodriguez,Katherineborough,7.81
9015,Kyle Ross,cmyers@example.com,61,Male,Port Kathleenville,1,Electronics,Cameras,503.61,38.96,22x13x13,9015,05-05-2021,€902.39,Two-day,Shipped,9015,933,201,2022-08-28,111,Melodyhaven,8492,4,Salas- Gonzalez and Todd,Jessicashire,2.35
5067,Mr. Scott Robbins,robert29@example.net,20,Female,Port Timothyport,0,Electronics,Smart Watches,100.16,14.79,6x21x32,5067,2023-07-22,$1759.74,Standard,Delivered,5067,874,20,2021-11-13,439,Maddoxton,18200,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
3442,Kelly King,jaysawyer@example.com,23,Male,South Kristin,0,Electronics,Smart Watches,256.29,17.78,21x28x43,3442,2021-11-13,€174.08,Two-day,Shipped,3442,891,205,2022-03-13,351,Tylerland,17744,3,Johnson-Rodriguez,Katherineborough,7.4
8450,Mr. Timothy Tran,garyskinner@example.com,59,Female,Donaldburgh,6,Furniture,Chairs,286.38,3.94,36x39x42,8450,2022-09-21,$484.5,Standard,Shipped,8450,250,487,2020-09-19,221,South Joseph,11778,9,Johnson-Rodriguez,Katherineborough,7.81
7272,Michael Mendez,tdunn@example.org,41,Male,Ramirezmouth,16,Furniture,Tables,283.21,9.36,10x24x20,7272,29/06/2022,$1164.8,Standard,Cancelled,7272,601,252,2021-11-25,181,Judyside,6915,9,Johnson-Rodriguez,Katherineborough,7.81
6104,Charles Smith,frank39@example.com,60,Male,Leeshire,21,Furniture,Sofas,128.14,3.02,35x18x39,6104,2021-08-25,€4086.8,Express,Cancelled,6104,81,186,2021-04-24,65,Kathrynfort,14307,2,Miller-Pearson,Clarkmouth,9.83
776,Dawn Boone,ywhitehead@example.com,41,Female,Rossville,3,Furniture,Cabinets,682.97,32.35,6x43x30,776,18/12/2021,$1610.74,Two-day,Shipped,776,367,234,2021-08-28,350,Guzmanfort,14952,5,Morgan LLC,Port Robynmouth,1.23
9715,Willie Lewis,sandra85@example.com,26,Female,New Jesse,6,Furniture,Chairs,876.74,15.69,38x28x45,9715,15/02/2023,$3810.2,Standard,Delivered,9715,195,374,2020-11-04,27,Colebury,16981,0,Johnson-Rodriguez,Port Robynmouth,
2153,Denise Faulkner,natasha28@example.org,53,Male,West Haleystad,3,Furniture,Cabinets,158.51,24.2,34x37x22,2153,30/11/2021,$349.88,Two-day,Delivered,2153,426,357,2021-01-18,449,East Bobbystad,9940,9,Johnson-Rodriguez,Katherineborough,7.81
4920,Christopher Coleman,prattcourtney@example.com,26,Male,North Michaelburgh,6,Furniture,Chairs,427.08,34.96,27x23x26,4920,30/12/2022,$743.94,Two-day,Delivered,4920,266,369,2021-03-07,315,Jamesview,19149,2,Miller-Pearson,Clarkmouth,9.83
5359,Vanessa Clements,scottpaula@example.com,28,Male,Allentown,8,Clothing,Shoes,485.67,32.81,21x2x3,5359,2023-01-21,£3661.0,Two-day,Delivered,5359,7,181,2021-08-11,231,Teresaland,16828,4,Salas- Gonzalez and Todd,Jessicashire,2.35
9491,Savannah Proctor,iprice@example.net,38,Female,Emilymouth,48,Clothing,Jeans,754.92,6.4,44x3x32,9491,15/08/2023,$526.3,Express,Pending,9491,492,434,2020-12-26,441,Jamesborough,12091,5,Morgan LLC,Port Robynmouth,1.23
5529,Lisa Marsh,sarah67@example.net,32,Male,West Tammy,10,Electronics,Laptops,598.17,12.68,16x42x26,5529,2021-12-06,€3606.9,Express,Delivered,5529,164,373,2021-01-14,482,Mendezside,18674,3,Johnson-Rodriguez,Katherineborough,7.4
7028,Victor Peters,tamara37@example.org,43,Female,Maryville,16,Furniture,Tables,359.61,24.49,34x47x1,7028,2020-12-20,$3746.55,Two-day,Pending,7028,558,434,2020-09-24,143,Jamesburgh,9181,3,Johnson-Rodriguez,Katherineborough,7.4
8431,Diane Thomas,barbara39@example.net,55,Male,Port Heatherchester,4,Clothing,T-Shirts,497.95,23.38,40x17x39,8431,03/10/2020,$700.12,Standard,Pending,8431,882,184,2022-08-13,362,Wardport,13704,6,Morgan LLC,New Marktown,2.48
3183,Christopher Brock,awebb@example.com,37,Female,Haleyview,11,Clothing,Hats,779.35,15.1,5x46x5,3183,2023-08-28,£1797.68,Two-day,Pending,3183,887,21,2021-04-08,381,Lake Bradley,9229,9,Johnson-Rodriguez,Katherineborough,7.81
6791,Kevin Long,jessica38@example.org,30,Male,Danielshaven,13,Electronics,Headphones,488.55,19.98,22x50x8,6791,02/05/2023,€1339.02,Express,Shipped,6791,937,116,2021-12-03,401,West Kaylaview,8582,1,Salas- Gonzalez and Todd,Patriciaberg,8.21
3199,Natalie Crosby,kristinecampbell@example.net,64,Male,Lake Leonard,0,Electronics,Smart Watches,811.96,30.13,23x12x17,3199,2023-01-03,€1900.2,Two-day,Shipped,3199,931,239,2022-04-30,294,Port Davidfurt,5812,4,Salas- Gonzalez and Todd,Jessicashire,2.35
7025,Brian Spencer,ygraham@example.com,46,Female,East Maryshire,48,Clothing,Jeans,437.9,18.7,3x45x48,7025,12-18-2022,€2768.52,Standard,Shipped,7025,724,173,2022-07-24,235,South Angela,19065,8,Parks-Gallegos,Jenkinsside,6.82
1289,Alexander Craig,gwells@example.org,59,Male,Victormouth,16,Furniture,Tables,318.06,44.41,15x40x32,1289,03/12/2020,$726.38,Two-day,Pending,1289,310,351,2020-10-25,492,Cainshire,18296,8,Parks-Gallegos,Jenkinsside,6.82
4581,James Hancock,kwilliams@example.com,32,Male,Port Nancyburgh,8,Clothing,Shoes,690.8,14.23,33x21x21,4581,2022-06-12,€304.22,Standard,Shipped,4581,686,88,2020-12-06,208,Kruegerburgh,13084,2,Miller-Pearson,Clarkmouth,9.83
6191,Brendan Dawson,danielyoung@example.net,68,Female,North Richard,13,Electronics,Headphones,250.91,0.99,22x5x41,6191,05-26-2022,€2407.53,Two-day,Cancelled,6191,382,361,2022-04-23,435,Robynland,10387,0,Johnson-Rodriguez,Port Robynmouth,
8934,Phillip Ellis,lesliemendez@example.com,19,Female,Maryborough,48,Clothing,Jeans,555.78,6.33,40x7x20,8934,04-14-2021,€77.22,Two-day,Cancelled,8934,702,102,2022-07-13,402,South Rhonda,14419,8,Parks-Gallegos,Jenkinsside,6.82
7148,Jillian Johnson,kimberlyritter@example.com,48,Female,Lake Johnathan,13,Electronics,Headphones,483.68,36.23,40x19x38,7148,10-20-2020,€1440.93,Express,Cancelled,7148,961,264,2022-03-07,112,Theodorestad,14749,7,Miller Group,Clarkmouth,6.56
6775,Robert Lee,mevans@example.net,52,Female,North Todd,21,Furniture,Sofas,27.46,36.04,4x12x46,6775,2021-03-16,$1749.24,Express,Delivered,6775,828,402,2022-07-25,252,Port Williamville,11266,2,Miller-Pearson,Clarkmouth,9.83
4106,Luis Sutton,iconway@example.org,42,Male,East Robertshire,8,Clothing,Shoes,566.15,14.04,13x44x15,4106,21/06/2021,£499.24,Two-day,Pending,4106,811,287,2021-04-06,123,Brownport,10349,9,Johnson-Rodriguez,Katherineborough,7.81
4126,William Harris,manngina@example.com,53,Male,New Jenniferstad,6,Furniture,Chairs,23.44,41.47,3x36x21,4126,2022-11-22,£3110.88,Two-day,Pending,4126,933,112,2022-07-20,103,New Brentmouth,9478,5,Morgan LLC,Port Robynmouth,1.23
8211,Michael Brown,ariel95@example.org,51,Female,South Andreamouth,12,Clothing,Dresses,890.41,21.89,36x4x22,8211,03-11-2022,$1527.62,Two-day,Shipped,8211,434,100,2021-09-30,307,Garciashire,13308,7,Miller Group,Clarkmouth,6.56
3966,David Henderson,charlespatterson@example.org,49,Male,New Charlesshire,11,Clothing,Hats,144.71,46.22,10x8x2,3966,10-21-2021,£3426.0,Express,Shipped,3966,102,175,2022-07-19,466,South Jamie,5746,3,Johnson-Rodriguez,Katherineborough,7.4
1879,Julie Guerra,hobbsdouglas@example.org,30,Female,Mcdonaldberg,21,Furniture,Sofas,821.55,45.4,48x23x2,1879,2021-04-22,£365.58,Standard,Cancelled,1879,256,264,2021-02-04,315,Jamesview,19149,8,Parks-Gallegos,Jenkinsside,6.82
8495,David Gill,kennethjackson@example.com,54,Male,Nealmouth,11,Clothing,Hats,298.07,47.83,46x20x47,8495,2020-10-08,€269.8,Express,Shipped,8495,676,96,2022-01-18,340,South Kim,13347,2,Miller-Pearson,Clarkmouth,9.83
